lat,lon,ba_live_total,shannon_h_ba,n_species_live
30.5022,-95.1564,130.4004,1.3539,6.0000
34.2204,-83.2869,97.3591,1.4661,8.0000
43.1961,-73.9668,96.9697,1.5224,8.0000
44.2618,-90.0686,44.7580,1.6443,6.0000
48.4629,-93.2759,63.1116,1.1899,5.0000
45.9993,-123.8100,200.5762,0.7832,3.0000
44.3460,-93.1027,183.4689,1.4524,7.0000
47.4703,-123.2278,224.0570,1.1632,4.0000
35.0268,-83.0742,166.6598,1.6664,11.0000
36.0140,-118.6384,97.6885,0.2492,2.0000
29.7022,-94.6341,108.5654,0.8579,3.0000
43.7642,-122.4926,74.8935,0.8582,3.0000
34.6190,-78.7051,25.4913,1.3275,6.0000
31.1985,-93.8715,156.6386,0.6900,6.0000
39.3462,-115.9525,52.3964,0.0000,1.0000
45.8757,-89.4315,85.7855,0.7215,5.0000
46.0305,-67.7918,72.0447,1.5202,8.0000
30.7209,-94.6864,131.2740,1.8565,15.0000
44.4173,-90.0988,90.1928,1.3380,5.0000
45.0051,-85.3844,69.1781,1.6686,8.0000
28.3791,-81.1304,171.1836,1.4353,6.0000
46.1094,-89.2387,34.8425,1.2398,6.0000
44.8140,-92.7230,67.7261,1.6269,7.0000
44.0420,-114.2600,1.1775,0.0000,1.0000
42.6442,-124.0332,121.3487,1.0823,5.0000
38.5996,-91.7465,64.2849,1.5637,8.0000
32.4078,-84.1473,82.0774,0.4749,5.0000
33.4402,-111.0565,58.9008,1.0772,3.0000
34.8355,-81.3109,88.9844,0.2689,3.0000
32.9907,-105.6439,123.1667,0.5857,4.0000
46.1884,-110.2854,27.4502,0.3661,2.0000
32.5816,-81.7396,66.1310,0.2757,3.0000
48.4163,-95.5363,47.6165,0.6917,2.0000
35.4863,-83.2474,179.5446,1.8181,10.0000
44.6164,-104.6258,49.4808,0.0000,1.0000
34.5186,-85.1071,105.6891,0.8671,4.0000
35.5979,-82.4131,62.9268,0.2621,4.0000
43.9067,-103.7204,42.2080,0.0000,1.0000
39.9155,-81.5526,109.9146,1.7158,9.0000
38.4905,-117.1833,12.8864,0.2785,2.0000
45.7370,-89.1713,60.1339,1.5666,6.0000
38.8314,-114.8124,137.8428,0.7126,3.0000
44.7559,-121.6397,3.7221,1.0454,3.0000
46.5696,-90.4944,74.1684,1.6470,7.0000
46.8286,-93.2458,109.7752,1.4979,6.0000
39.1296,-86.9069,107.3575,1.2327,7.0000
37.7437,-118.6770,15.6658,0.0000,1.0000
41.5558,-71.9606,112.1450,1.7527,7.0000
33.7684,-87.3613,14.2400,0.2333,2.0000
37.4124,-86.8921,131.7665,1.7695,9.0000
33.0979,-80.1371,204.7378,0.2133,4.0000
43.5976,-74.2643,124.4205,1.4725,7.0000
38.1394,-78.1391,128.1041,1.6158,10.0000
42.1589,-73.6401,78.5698,1.1468,5.0000
34.6742,-100.3215,46.3508,0.4442,2.0000
40.8652,-79.1494,13.4116,1.7984,7.0000
44.1994,-115.3068,143.9206,0.1806,2.0000
35.5114,-105.3885,47.7487,0.5886,3.0000
31.2257,-85.0246,82.6335,0.8395,5.0000
37.6753,-117.4005,96.7582,0.3475,2.0000
32.1838,-90.1242,141.7006,1.3210,6.0000
32.2543,-85.8269,26.2979,1.2677,4.0000
43.5994,-70.6595,167.7981,1.6499,10.0000
43.2250,-124.0767,147.8100,0.7562,4.0000
36.4463,-93.0419,98.5660,1.4713,8.0000
33.1251,-94.2731,94.8313,1.0171,5.0000
43.3101,-109.5235,74.5350,1.2354,4.0000
45.0381,-122.0317,229.4691,0.8461,3.0000
35.9998,-109.1697,93.1878,0.0000,1.0000
47.3785,-95.2321,32.5964,0.7101,4.0000
46.1960,-88.8587,86.3767,1.2649,4.0000
33.9283,-80.9608,53.0230,1.5041,7.0000
37.9241,-79.6327,66.3600,1.1773,5.0000
39.5755,-82.1532,137.7484,1.5203,7.0000
35.3139,-86.6943,159.6174,1.6937,8.0000
33.7986,-105.7547,155.0554,0.3184,2.0000
28.1195,-98.4959,7.0933,0.0000,1.0000
45.4003,-118.4736,55.5521,0.7866,3.0000
31.9287,-88.8995,109.2671,1.5381,10.0000
41.6156,-77.6868,120.7951,0.7505,4.0000
38.8915,-86.0005,97.5855,1.6896,8.0000
45.7962,-118.1145,222.7570,1.1070,4.0000
39.3355,-81.4658,127.4439,2.1564,11.0000
38.5235,-79.6129,131.3518,1.4834,8.0000
34.8091,-94.0967,44.2072,1.0080,4.0000
33.0538,-86.1922,81.2977,0.2306,3.0000
37.6218,-76.9006,91.8159,1.7992,9.0000
33.6285,-92.5570,102.3402,2.1160,12.0000
46.0815,-86.0926,67.2417,1.2085,6.0000
36.7972,-85.4486,26.8697,1.4787,5.0000
34.6981,-81.3788,96.2685,0.2608,2.0000
45.6580,-90.1408,1.8031,0.0000,1.0000
37.0761,-112.5094,60.7337,0.5707,2.0000
34.8571,-92.4089,122.7981,1.3212,8.0000
41.5413,-94.3157,114.6600,1.1804,6.0000
33.5940,-84.8957,11.8374,0.4188,2.0000
37.8290,-87.7175,99.1356,0.7628,4.0000
38.8733,-86.4172,50.7733,1.5997,7.0000
38.2765,-94.8462,70.2498,1.9917,9.0000
43.7654,-75.0302,154.5271,1.1754,5.0000
36.7777,-92.1982,106.8800,1.3980,7.0000
32.2260,-110.5808,38.1543,0.7965,3.0000
47.7826,-90.6292,41.0061,1.1825,4.0000
43.0169,-121.7964,106.8330,0.0000,1.0000
44.0712,-116.0584,26.0636,0.1800,2.0000
43.2503,-121.3080,43.2061,0.0000,1.0000
33.6442,-87.9763,43.7140,1.8651,8.0000
39.1694,-120.3338,215.6549,1.0499,3.0000
35.0204,-90.7433,247.3911,1.6799,12.0000
33.5688,-109.5487,199.9105,0.9907,5.0000
37.4402,-78.4734,109.2843,1.4388,7.0000
33.3126,-96.5581,130.4701,1.3970,6.0000
31.9272,-93.0906,133.7251,1.0748,8.0000
31.8589,-86.7801,28.1971,0.6774,2.0000
43.5321,-121.9482,152.8301,0.0000,1.0000
47.8174,-113.8009,127.3487,1.3410,6.0000
39.9011,-80.2780,12.7479,0.8840,4.0000
38.8012,-81.1314,108.3616,1.9767,11.0000
45.7292,-91.9742,28.8597,1.2245,6.0000
45.5791,-92.7785,66.4569,0.1401,2.0000
34.7278,-91.4166,93.7183,1.8101,9.0000
33.4374,-79.6541,89.3945,0.8609,4.0000
33.6807,-108.3631,61.8125,0.8156,3.0000
41.6237,-94.4723,16.5934,0.0000,1.0000
38.6947,-77.8494,131.9259,1.4428,8.0000
42.8187,-98.8371,8.5092,0.4848,2.0000
33.0299,-81.4554,35.6035,1.6293,7.0000
31.5322,-85.2429,128.3436,1.4036,7.0000
44.6060,-71.3171,151.4473,1.7792,9.0000
32.6352,-83.2544,16.5674,0.8637,3.0000
31.8444,-89.6082,5.1516,0.9845,3.0000
35.4042,-76.1467,67.8558,0.4448,3.0000
43.9543,-119.6524,150.4209,0.6648,2.0000
33.1316,-83.7352,114.3999,1.3058,10.0000
46.8242,-90.8902,46.4028,1.6437,8.0000
48.6231,-94.9477,12.6938,0.9228,3.0000
40.3146,-78.8973,90.8486,1.6620,7.0000
44.5315,-85.2410,117.4918,1.6805,6.0000
43.7165,-75.0801,104.3741,1.2529,5.0000
37.3308,-86.7078,124.9057,0.9179,4.0000
37.3400,-92.1914,97.4163,1.0028,6.0000
39.4544,-107.4432,33.1879,0.0000,1.0000
41.2616,-79.6350,2.4843,0.0000,1.0000
30.7321,-89.3312,40.7404,1.1311,6.0000
32.5964,-94.9215,49.3301,0.3623,2.0000
44.8409,-122.2024,272.4778,1.1051,5.0000
36.3559,-93.4491,68.4044,1.1659,4.0000
47.2072,-122.1110,99.0454,1.1964,4.0000
48.4754,-118.9820,59.9807,0.0000,1.0000
48.8200,-118.4467,5.1981,0.0000,1.0000
45.4055,-112.8605,52.1568,0.1817,2.0000
37.7448,-92.7925,60.2145,1.0740,5.0000
44.9619,-119.5288,20.0099,0.0000,1.0000
45.6575,-114.2305,83.3200,0.6251,2.0000
38.6169,-79.8101,200.7091,1.3384,5.0000
48.1943,-117.4308,30.9607,1.4380,5.0000
35.9962,-77.1104,5.5932,1.1655,4.0000
42.5356,-74.5134,23.3447,1.2066,6.0000
34.5066,-83.4809,234.8924,0.8829,7.0000
44.8059,-70.5992,179.1014,1.3254,5.0000
38.9827,-108.8730,15.2414,0.6020,2.0000
45.7112,-88.4075,113.0940,1.5025,6.0000
32.4348,-95.5906,74.0235,1.5626,7.0000
35.1273,-77.9621,120.8739,0.6922,4.0000
31.6041,-87.9006,114.0028,2.0811,12.0000
48.3525,-121.5915,414.0336,0.6727,3.0000
45.6535,-70.3722,136.6016,1.5493,8.0000
46.5492,-89.1847,74.4348,1.1072,6.0000
44.7517,-83.3550,123.3214,1.8207,11.0000
37.3838,-90.1179,81.6039,1.2025,8.0000
34.0506,-79.7028,127.7104,1.1498,8.0000
46.6565,-121.2183,127.4934,0.6929,2.0000
43.8471,-91.0167,66.1855,1.4386,7.0000
46.0193,-89.9113,98.9966,0.6412,4.0000
44.2884,-119.2964,86.7476,1.1809,5.0000
32.6658,-89.6140,18.8644,1.0898,4.0000
46.6712,-92.9290,52.5245,0.5935,3.0000
45.1898,-67.7502,151.7024,1.7602,10.0000
38.9212,-106.9047,228.7664,1.2827,4.0000
47.1049,-94.9655,57.1471,0.8801,3.0000
39.3144,-80.6461,97.5385,1.9402,10.0000
37.0669,-122.1695,281.1487,0.5724,2.0000
31.0392,-92.6001,43.3905,1.3189,8.0000
38.7028,-77.3571,34.6047,1.1787,5.0000
34.1524,-84.1314,85.3641,2.1398,11.0000
43.1313,-88.1289,67.3168,1.7906,9.0000
47.8273,-90.8003,162.7224,1.2583,7.0000
38.7059,-109.4517,43.1638,0.3110,2.0000
30.5994,-85.4466,10.0661,0.1960,2.0000
43.0221,-89.4182,132.3300,0.5212,5.0000
45.3657,-115.0174,142.2678,0.4430,2.0000
39.9087,-79.4772,126.7888,0.9540,5.0000
38.6476,-81.0404,108.7083,1.8017,9.0000
36.8497,-93.6802,55.2618,1.2312,5.0000
45.7984,-113.6358,13.9585,0.0000,1.0000
33.0670,-93.9499,118.4846,2.2602,13.0000
47.3884,-93.7599,102.4381,1.0329,4.0000
34.2994,-88.0304,104.4104,0.0000,1.0000
36.1986,-92.4138,91.7997,1.1292,4.0000
45.5399,-91.5501,78.4422,2.1297,11.0000
26.2261,-81.5489,96.3066,0.3369,4.0000
30.5689,-87.5560,73.9264,0.7276,3.0000
38.6673,-122.0817,63.5356,0.7091,3.0000
41.8737,-122.7814,3.7981,0.0000,1.0000
35.5798,-76.1195,95.9233,0.7622,4.0000
30.6285,-85.0560,5.5733,0.4486,2.0000
30.2144,-84.9142,58.2118,0.3089,2.0000
39.0479,-115.8155,113.0213,0.6816,2.0000
33.6039,-108.7916,71.0229,0.9348,3.0000
47.5753,-124.0183,204.9455,0.4985,3.0000
40.1974,-80.2538,3.1932,0.9814,3.0000
44.1690,-69.8823,141.0685,1.3907,8.0000
29.7785,-82.3531,89.3169,0.5098,2.0000
46.6761,-121.4540,410.1157,1.3823,6.0000
40.3703,-95.5080,13.3929,0.0000,1.0000
31.7678,-88.9037,80.6918,1.7555,8.0000
46.8391,-113.6107,10.6574,0.0000,1.0000
44.1817,-75.4469,87.6963,1.1323,6.0000
35.3022,-87.1449,112.3533,2.2897,13.0000
36.0326,-85.7398,104.8994,1.8096,11.0000
32.3317,-80.9695,140.8690,0.0000,1.0000
48.4704,-92.8423,24.5430,1.0871,4.0000
46.8318,-114.4566,123.8790,1.0463,3.0000
40.5872,-81.4878,46.3292,1.1143,4.0000
43.5843,-110.8794,1.3867,0.0000,1.0000
41.5783,-77.4567,125.8145,1.6585,6.0000
32.5750,-84.6412,9.5747,1.1705,4.0000
38.6118,-79.3932,137.1262,2.2033,12.0000
31.8519,-86.9343,9.0724,1.0325,3.0000
46.5129,-68.5047,271.8236,0.5411,3.0000
34.1254,-97.7407,56.5599,1.4207,5.0000
41.5660,-75.9550,161.1767,0.9544,5.0000
43.6996,-106.9812,24.9894,0.1810,2.0000
33.3423,-88.0894,78.7665,1.6269,10.0000
44.7129,-71.6740,56.1458,1.2292,7.0000
39.3194,-123.3268,105.6490,0.6771,2.0000
37.2257,-84.3152,93.2875,2.0816,12.0000
34.2239,-87.2466,143.0323,0.6904,6.0000
34.5968,-83.9924,108.1808,1.6631,9.0000
38.3394,-93.0012,57.7369,1.9380,11.0000
33.0751,-85.1786,155.6220,2.0325,13.0000
36.5272,-93.7040,72.7066,1.1826,6.0000
46.8157,-92.4997,55.5581,1.1332,5.0000
34.0968,-79.8491,119.7374,0.6245,4.0000
48.3684,-119.1459,46.1161,0.8723,3.0000
37.3591,-92.9519,98.7856,0.8657,4.0000
40.1384,-78.0970,36.4267,0.6856,2.0000
47.6146,-94.1112,21.6868,0.0000,1.0000
30.2126,-95.8785,89.8858,1.2914,4.0000
47.7453,-120.4436,52.1955,0.7107,3.0000
36.0005,-87.2348,140.2240,2.1413,11.0000
47.7025,-91.0532,76.4702,1.3054,4.0000
41.1586,-77.5670,88.5329,1.1735,5.0000
32.7286,-94.6465,99.5442,0.0000,1.0000
33.3182,-85.8249,125.9788,2.0351,15.0000
44.5493,-119.0829,73.4510,0.9236,3.0000
33.9355,-81.5635,65.6379,0.0000,1.0000
47.8828,-93.6925,74.3746,0.7229,5.0000
30.8763,-82.8345,81.9381,0.0616,2.0000
35.1197,-93.4664,157.5843,0.3783,3.0000
46.5411,-94.0522,135.0249,1.7722,11.0000
42.3791,-124.1611,60.3683,0.6931,2.0000
35.3958,-84.2045,122.3984,1.6340,8.0000
31.6737,-93.7464,160.1961,1.0300,8.0000
31.5477,-95.0809,143.1504,1.0758,8.0000
36.6796,-86.5307,77.3886,1.2450,4.0000
41.1187,-81.6342,52.0467,1.3158,5.0000
44.5416,-67.9749,185.8025,1.2456,5.0000
31.4190,-88.5461,21.4642,1.0321,4.0000
44.6416,-85.7690,116.4433,1.3773,8.0000
40.8309,-85.6548,133.5111,1.5860,10.0000
34.2704,-94.0954,77.4517,1.8691,11.0000
41.4253,-79.0057,105.1421,1.2251,5.0000
37.4933,-83.8540,116.9143,1.6154,9.0000
36.0360,-78.4776,207.5032,0.9904,7.0000
35.9642,-112.1643,41.8087,0.3937,3.0000
33.9819,-92.1982,56.6997,0.8212,4.0000
36.7670,-92.9309,50.1256,1.3886,7.0000
34.5970,-93.1006,59.8787,1.4660,7.0000
33.5378,-87.0146,50.6009,1.8056,8.0000
35.2569,-88.0965,98.1769,1.2978,8.0000
48.1264,-116.6801,64.1099,0.4507,3.0000
46.8867,-123.8099,161.9702,1.1366,4.0000
41.5583,-86.3350,44.1635,1.3341,5.0000
44.1021,-89.7503,3.4385,0.0000,1.0000
31.0370,-85.0980,117.4707,1.5995,7.0000
36.7657,-91.5780,77.3918,1.7942,9.0000
39.5486,-109.8613,35.5455,0.6686,2.0000
34.6859,-92.7450,108.2675,0.9638,8.0000
32.9177,-85.7303,28.0762,0.5965,3.0000
31.2346,-91.6562,71.5293,0.5216,4.0000
32.6271,-95.6657,33.0520,0.8149,3.0000
35.6047,-105.2718,60.6452,1.3471,4.0000
34.6297,-80.3522,84.0462,0.6483,5.0000
41.8461,-72.0780,135.3842,2.0542,12.0000
45.4046,-67.5863,3.7574,0.0000,1.0000
33.6605,-83.4633,77.8622,0.7351,6.0000
45.5468,-89.2888,121.8293,1.4324,7.0000
46.1814,-91.3856,8.1645,0.1987,2.0000
33.9575,-83.2085,121.3831,1.6117,9.0000
36.8900,-88.3395,206.0403,1.9284,9.0000
43.0701,-122.8978,195.5773,1.0396,5.0000
47.7240,-94.2922,85.3262,0.7996,4.0000
42.1409,-86.0916,26.1511,1.3522,5.0000
37.0534,-92.1544,90.4746,0.5626,4.0000
43.9778,-122.2732,402.8741,0.7060,3.0000
31.6715,-101.2723,23.5236,0.0000,1.0000
29.1467,-97.7806,8.2722,0.0000,1.0000
40.7216,-81.4913,96.6359,1.7356,7.0000
41.8246,-80.8166,59.7284,1.4079,7.0000
45.0865,-90.0986,47.7230,1.4689,6.0000
44.3937,-90.1110,67.4353,0.3546,3.0000
35.6374,-82.2036,88.9380,1.7239,8.0000
46.8566,-115.6282,324.5382,0.3209,3.0000
34.5097,-87.8128,58.7691,1.1985,4.0000
42.6600,-78.1356,109.8885,1.1527,5.0000
33.1784,-83.7143,158.7338,1.6144,10.0000
47.4855,-92.7157,40.7700,0.9525,3.0000
45.7328,-67.8512,153.1961,2.0787,11.0000
31.3355,-95.4442,35.1676,1.2037,6.0000
33.5454,-92.0413,138.7803,0.0913,3.0000
43.2018,-86.1276,82.3150,0.7921,3.0000
43.8707,-108.8240,41.9769,0.5357,2.0000
45.7054,-90.7794,9.8824,0.6921,2.0000
46.4805,-114.5238,112.3502,1.0234,3.0000
34.0321,-87.0799,21.9966,1.0423,4.0000
46.1362,-92.0461,103.2184,0.8969,4.0000
48.0442,-113.2030,177.6348,0.0000,1.0000
48.8242,-114.7573,131.6584,0.6177,3.0000
44.2884,-119.2964,59.1123,1.3534,4.0000
43.6813,-123.3694,4.3465,0.0000,1.0000
38.5360,-105.2260,172.0589,0.3478,2.0000
37.3171,-104.9487,79.0983,0.5686,2.0000
39.2238,-108.1619,64.2636,0.0000,1.0000
37.4501,-104.0427,20.4684,0.0000,1.0000
41.3916,-78.1533,131.2147,1.9896,10.0000
43.8827,-122.8879,108.9035,0.8193,3.0000
41.8045,-83.6512,73.8110,0.9717,5.0000
37.8112,-91.1379,79.7912,1.7521,10.0000
41.3682,-82.6922,6.9508,0.9929,3.0000
38.0121,-108.1658,75.6292,0.2508,2.0000
34.4103,-95.5448,110.1925,0.2920,2.0000
30.3229,-83.6463,101.4915,0.5626,3.0000
32.2549,-82.0239,89.3516,0.7830,5.0000
30.9558,-101.3021,32.2571,0.0000,1.0000
35.1588,-92.8558,37.9998,1.4182,5.0000
43.0142,-72.9925,142.6179,1.3919,6.0000
38.0351,-88.7898,38.8188,0.2457,2.0000
33.1492,-92.8140,98.0719,1.3551,6.0000
35.8146,-77.1784,92.7802,0.8745,8.0000
33.2169,-89.6777,72.8966,1.9490,9.0000
40.8459,-90.4896,33.6295,1.0241,3.0000
30.2487,-94.7930,127.5528,1.8135,9.0000
46.9763,-93.3454,39.5769,0.5590,3.0000
37.5943,-83.4522,138.8476,1.6611,7.0000
34.7817,-83.4442,73.1278,1.5643,6.0000
38.6754,-75.8241,130.9803,1.8000,9.0000
30.7913,-99.6487,26.0046,0.6528,3.0000
46.3603,-121.5379,160.1603,0.4571,5.0000
46.2329,-86.4946,137.8097,1.5681,8.0000
32.5501,-81.5784,60.4763,1.0809,5.0000
33.5797,-83.2504,149.0255,1.1452,6.0000
43.4116,-122.1571,321.6951,1.1686,6.0000
35.6745,-90.9403,128.9402,2.1385,13.0000
46.5336,-67.9532,81.0165,2.0236,10.0000
38.8957,-78.7273,184.8305,0.6775,5.0000
42.6404,-123.1194,126.5974,0.2996,2.0000
40.0572,-78.3547,59.6282,0.9297,4.0000
46.3998,-88.8838,113.0947,1.1908,4.0000
34.5340,-94.9218,71.4962,1.9682,11.0000
35.4882,-108.6287,68.8920,0.3009,2.0000
47.1435,-121.1582,125.5815,0.7337,4.0000
35.6690,-79.1597,43.3068,0.5588,4.0000
34.5495,-93.6263,8.4976,0.9742,3.0000
32.5831,-81.0581,83.6424,0.8411,5.0000
44.8062,-93.1593,75.6147,0.6229,3.0000
45.1146,-90.4969,11.9746,0.6404,3.0000
37.2097,-83.9374,109.6619,1.9038,9.0000
37.4593,-76.6291,42.0064,0.1520,2.0000
35.6039,-87.7171,78.5284,2.3427,15.0000
46.2394,-92.7142,60.5104,0.9927,3.0000
33.5208,-81.2696,146.9274,1.4509,7.0000
44.8646,-70.8921,86.8330,1.6129,7.0000
32.0272,-95.1851,117.8866,1.3388,6.0000
28.1543,-98.7036,1.2213,0.0000,1.0000
40.1006,-121.3391,265.8114,0.6229,3.0000
36.5029,-85.4656,159.6496,1.9015,11.0000
47.8668,-93.6129,125.3840,1.1433,5.0000
35.0066,-89.9537,89.9843,1.5885,9.0000
32.4598,-99.5643,11.8656,0.0000,1.0000
30.1557,-84.1925,108.9640,1.0770,6.0000
33.8389,-110.1812,8.1938,0.0000,1.0000
44.9741,-110.1085,145.8761,0.8453,3.0000
46.2951,-123.7391,92.4137,1.0176,3.0000
32.5562,-95.5244,74.8230,1.5387,6.0000
31.0131,-93.5231,74.8131,2.0642,11.0000
30.9852,-82.6037,38.2698,0.0000,1.0000
45.5698,-88.3230,97.1509,1.3398,6.0000
36.3714,-83.3818,51.5275,1.9002,10.0000
36.3945,-95.1590,92.9276,0.0591,2.0000
31.4052,-92.7746,22.6976,0.1748,2.0000
38.2474,-107.1198,45.0816,0.5499,2.0000
43.1473,-122.5093,55.6829,1.5384,6.0000
33.4231,-92.5017,75.3879,1.1857,8.0000
44.5215,-68.0163,33.5730,0.7801,3.0000
45.5746,-67.7559,133.7746,1.7131,9.0000
41.3930,-121.0698,11.2335,0.0000,1.0000
43.9495,-121.5349,41.9269,0.0000,1.0000
46.5477,-90.0317,133.1856,1.7026,9.0000
47.3078,-93.9689,70.0719,1.0355,4.0000
42.9012,-100.3088,120.5952,1.2643,4.0000
40.5193,-81.1493,70.2620,1.4428,5.0000
35.2100,-77.7391,169.8458,1.4912,8.0000
32.2053,-94.1013,66.4532,1.5757,9.0000
33.6616,-86.7091,43.9889,1.6932,8.0000
33.4466,-87.0588,169.0479,0.5072,6.0000
45.8111,-88.3617,102.5573,1.8396,8.0000
32.1661,-95.1131,66.4418,0.9847,5.0000
43.7378,-91.1381,92.5075,1.9996,12.0000
46.6404,-87.6688,142.9716,0.6833,6.0000
46.0341,-121.1044,95.0025,0.7924,3.0000
46.2205,-68.2208,44.2939,1.3235,4.0000
38.3821,-86.2604,59.0774,0.0000,1.0000
34.3200,-77.9249,121.3844,1.0025,6.0000
34.1142,-110.4087,8.3684,0.0000,1.0000
36.7764,-80.2046,181.9712,1.9850,9.0000
38.8849,-92.3987,86.0249,1.3943,6.0000
29.8112,-98.3682,61.5725,0.6688,2.0000
44.6181,-118.6545,121.0538,1.4045,5.0000
35.4385,-87.9881,90.7498,2.3076,12.0000
32.3292,-87.7990,97.4503,2.1991,13.0000
41.9057,-70.9479,138.3826,0.7277,3.0000
45.6513,-122.1383,202.1093,0.3432,2.0000
39.4509,-120.9080,230.7562,0.9649,6.0000
38.5758,-86.8161,25.0895,1.3588,5.0000
34.5917,-87.6021,40.5340,2.1855,11.0000
36.2225,-79.8137,70.4380,1.6893,9.0000
37.7191,-76.9067,142.9625,1.1874,8.0000
38.3765,-114.7647,17.2781,0.0000,1.0000
48.5208,-118.3649,145.6621,0.9528,5.0000
44.9302,-88.3813,195.3472,1.2317,4.0000
32.6553,-84.7304,72.0687,1.7966,8.0000
33.2793,-88.3542,152.8245,1.4696,6.0000
38.5241,-80.7594,146.7014,2.1301,11.0000
39.7499,-81.7622,88.2404,2.1777,12.0000
43.5663,-73.5020,130.1986,1.8128,7.0000
33.5349,-86.9598,85.2639,1.6987,9.0000
38.7859,-109.0996,87.7280,0.2332,2.0000
32.9089,-81.0895,90.4158,1.2446,6.0000
42.3718,-79.3678,187.8488,1.4990,7.0000
44.7046,-92.3075,99.3433,1.8450,10.0000
45.5117,-88.9296,95.5417,1.5406,7.0000
46.4109,-89.8021,164.8282,1.2331,6.0000
33.4336,-81.5513,26.9374,1.3187,6.0000
44.9294,-111.3123,119.6110,1.2602,4.0000
44.6826,-71.8622,96.3597,1.5004,8.0000
44.7996,-67.6029,211.9352,1.3647,8.0000
37.1708,-118.0818,115.4857,0.5979,2.0000
32.7484,-98.9046,109.6791,0.0518,2.0000
40.7508,-85.9072,61.2486,2.0349,10.0000
45.9527,-89.5905,56.9798,1.1579,5.0000
42.3072,-85.1219,69.2707,0.8914,6.0000
36.9044,-90.5079,144.1146,1.6462,10.0000
30.4140,-102.3795,17.8764,0.3693,2.0000
36.2026,-118.5953,459.9318,0.1307,2.0000
31.1559,-91.1680,88.2957,0.5474,4.0000
36.9511,-82.6422,108.3251,1.6213,11.0000
46.5166,-88.7509,100.4966,1.5889,7.0000
37.0674,-91.9398,55.2851,0.5913,3.0000
39.6846,-78.4557,99.9419,1.4810,8.0000
44.0961,-75.1718,97.7341,1.1530,5.0000
38.3723,-86.9558,33.1916,1.3752,5.0000
36.2427,-81.9937,208.7966,1.8064,8.0000
45.2431,-112.1504,41.9265,0.0000,1.0000
47.6220,-91.9079,75.0138,1.2008,5.0000
42.7735,-85.6387,12.3271,0.9689,3.0000
33.8310,-108.9997,3.8310,0.0000,1.0000
46.3097,-86.4148,54.7394,1.5691,6.0000
43.9301,-70.0659,132.6226,0.7956,4.0000
32.3869,-95.9976,15.1331,0.2295,2.0000
48.7486,-96.7980,73.7333,1.0396,3.0000
38.4211,-92.1618,67.6565,1.9479,12.0000
38.0800,-81.5113,72.5705,1.9002,10.0000
46.8459,-121.0249,100.8396,0.6460,3.0000
45.6426,-85.0189,151.6639,1.5223,6.0000
40.2689,-79.1464,28.4570,0.4411,2.0000
42.8036,-105.0666,17.8190,0.0000,1.0000
35.7717,-107.8352,11.8794,0.0000,1.0000
47.9706,-114.9305,9.0373,0.0000,1.0000
37.5904,-79.1934,151.7907,2.0131,11.0000
40.6450,-77.9263,164.6593,1.6182,8.0000
46.6979,-88.6346,166.1758,1.0772,5.0000
36.0479,-82.4862,81.8336,1.5666,9.0000
44.0370,-119.0440,114.6166,0.0000,1.0000
46.0818,-92.9793,35.9681,1.1936,4.0000
40.8784,-95.2844,83.5943,1.4362,6.0000
38.8167,-85.0552,89.4811,1.8479,8.0000
47.0286,-94.1626,35.6606,1.0525,4.0000
45.2670,-112.1215,14.6604,0.4236,2.0000
43.9213,-124.0603,160.0119,0.3228,3.0000
46.3515,-67.9037,35.4173,1.2864,6.0000
40.2077,-74.0958,80.5696,1.1818,6.0000
46.1740,-69.1963,86.7046,1.4434,8.0000
33.6843,-87.2613,90.8659,0.9399,6.0000
35.4177,-92.3315,7.6922,0.4885,2.0000
41.8297,-123.9332,121.0503,0.9260,5.0000
30.0935,-84.8327,75.3800,0.0873,2.0000
41.7828,-80.5810,111.8634,1.6471,8.0000
41.3515,-121.0853,135.4903,1.0049,3.0000
37.3936,-86.7843,16.6139,0.6056,2.0000
35.1781,-88.6304,63.4666,0.4864,4.0000
34.3147,-82.3189,142.0281,1.9885,11.0000
43.8888,-110.0052,2.4843,0.0000,1.0000
43.0971,-98.0107,50.0621,1.1378,5.0000
35.6229,-83.0820,133.9411,1.3259,8.0000
33.3508,-83.4662,84.7969,1.7238,11.0000
33.7292,-85.8987,2.1971,0.5812,2.0000
30.4037,-89.8470,2.1056,0.0000,1.0000
45.7002,-69.0507,121.9239,1.8245,10.0000
35.7148,-92.9200,79.1122,0.6771,4.0000
47.2335,-68.6210,61.3691,1.0785,5.0000
36.8176,-90.3151,89.1662,1.7458,8.0000
43.5140,-90.7144,39.1586,1.0213,4.0000
34.7821,-84.3196,107.3535,1.7164,8.0000
44.6342,-83.6765,127.6484,1.7831,11.0000
32.8940,-95.0183,70.0962,1.2370,5.0000
31.4148,-87.7157,86.0867,1.1418,7.0000
42.9797,-90.9221,147.8656,1.8200,11.0000
40.9778,-76.3157,60.0475,1.8568,8.0000
39.0565,-80.0184,89.4694,1.9456,11.0000
39.0831,-90.9194,81.1065,1.7083,9.0000
37.2088,-86.5707,80.8202,1.6215,8.0000
44.6343,-67.7821,177.1370,1.3633,6.0000
38.4111,-93.6385,89.7459,1.7903,9.0000
41.8926,-92.3488,151.2913,0.7553,4.0000
44.8994,-70.4421,91.7339,2.1040,12.0000
30.4063,-95.3484,52.4873,1.2434,5.0000
